HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.vid_url,Answer.answer,Approve,Reject 
3ZXNP4Z39RY2167HTMQ30SQ7XD3L76,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3R2PKQ87NXLMJS4S2R0HFEQRMC3MIL,A3D9LMMCE7PDBW,Submitted,Mon Aug 21 12:23:46 PDT 2017,Mon Aug 21 12:25:12 PDT 2017,Mon Aug 28 12:25:12 PDT 2017,,,,86,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/sexZ6VnZ9yc_038.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":12.33,""start_time"":7.19},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":29.81,""start_time"":21.98}]}]",x,
3ZXNP4Z39RY2167HTMQ30SQ7XD3L76,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3R3YRB5GRGGQQIQ3Z5ZQPQJ2MTNAUP,A2V8LLZRTOP79S,Submitted,Mon Aug 21 20:55:40 PDT 2017,Mon Aug 21 21:10:34 PDT 2017,Mon Aug 28 21:10:34 PDT 2017,,,,894,100% (5/5),100% (5/5),100% (5/5),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/sexZ6VnZ9yc_038.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":12,""start_time"":9.7},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":28.42,""start_time"":21.88}]}]",x,
3ZXNP4Z39RY2167HTMQ30SQ7XD3L76,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3SPJ033422GI8KDC3C9SLASY81KYJD,A1A8MV3CZHDADG,Submitted,Mon Aug 21 12:53:14 PDT 2017,Mon Aug 21 12:57:34 PDT 2017,Mon Aug 28 12:57:34 PDT 2017,,,,260,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/sexZ6VnZ9yc_038.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":12.46,""start_time"":7.46},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":28.32,""start_time"":21.86}]}]",x,
3ZXNP4Z39RY2167HTMQ30SQ7XD3L76,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3VNL7UK1XGW6MWSMAGV8YV8R0VSTFT,A2VVA21VWJ11ZW,Submitted,Mon Aug 21 20:05:04 PDT 2017,Mon Aug 21 20:05:58 PDT 2017,Mon Aug 28 20:05:58 PDT 2017,,,,54,100% (50/50),100% (50/50),100% (50/50),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/sexZ6VnZ9yc_038.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":12.52,""start_time"":8.73},{""cam_view"":""side"",""slow_motion"":false,""stop_time"":28.88,""start_time"":22.24}]}]",x,
3PGQRAZX02X8K3Y804D4PROZT6KSYS,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,33LK57MYLUIBCD67MSKPRISNAH8SZR,ARGR4AJESGHHP,Submitted,Mon Aug 21 20:56:26 PDT 2017,Mon Aug 21 21:08:25 PDT 2017,Mon Aug 28 21:08:25 PDT 2017,,,,719,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/RWNrARSbRCY_006.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":36.33,""start_time"":0.74},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":50.89,""start_time"":46.65},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":60.54,""start_time"":51.68}]}]",x,
3PGQRAZX02X8K3Y804D4PROZT6KSYS,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,34FNN24DCNMA1LYREA5YK09TQ3X5YC,A2V8LLZRTOP79S,Submitted,Mon Aug 21 20:56:08 PDT 2017,Mon Aug 21 21:09:55 PDT 2017,Mon Aug 28 21:09:55 PDT 2017,,,,827,100% (5/5),100% (5/5),100% (5/5),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/RWNrARSbRCY_006.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":36.21,""start_time"":31.31},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":51.09,""start_time"":46.46},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":60.54,""start_time"":52.49}]}]",x,
3PGQRAZX02X8K3Y804D4PROZT6KSYS,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,379J5II41PTQX5KL6W9BUMDAUHRELT,A2VVA21VWJ11ZW,Submitted,Mon Aug 21 19:45:39 PDT 2017,Mon Aug 21 19:46:50 PDT 2017,Mon Aug 28 19:46:50 PDT 2017,,,,71,100% (50/50),100% (50/50),100% (50/50),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/RWNrARSbRCY_006.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":36.6,""start_time"":32.79},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":50.06,""start_time"":46.34},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":59.1,""start_time"":53.52}]}]",x,
3PGQRAZX02X8K3Y804D4PROZT6KSYS,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3A4NIXBJ77CO9TCYNUXU7UIJ3HHMLL,A1A8MV3CZHDADG,Submitted,Mon Aug 21 14:11:36 PDT 2017,Mon Aug 21 14:15:33 PDT 2017,Mon Aug 28 14:15:33 PDT 2017,,,,237,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/RWNrARSbRCY_006.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":35.31,""start_time"":32.71},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":49.99,""start_time"":45.7},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":59.2,""start_time"":52.41}]}]",x,
3PGQRAZX02X8K3Y804D4PROZT6KSYS,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3JC6VJ2SACW9530OY4RIHERMNCUA57,A1YGSIQI52QT9L,Submitted,Mon Aug 21 20:34:10 PDT 2017,Mon Aug 21 20:35:25 PDT 2017,Mon Aug 28 20:35:25 PDT 2017,,,,75,100% (48/48),100% (48/48),100% (48/48),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/RWNrARSbRCY_006.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":35.36,""start_time"":8.81},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":50.21,""start_time"":46.05},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":58.96,""start_time"":52.24}]}]",x,
3MZ3TAMYTL0ATOJQHXRWDTPFHL3IRO,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3AAPLD8UCDUQ0SJS56J81GK4GA5HTF,A1YGSIQI52QT9L,Submitted,Mon Aug 21 20:14:10 PDT 2017,Mon Aug 21 20:15:50 PDT 2017,Mon Aug 28 20:15:50 PDT 2017,,,,100,100% (48/48),100% (48/48),100% (48/48),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/czXA41QTops_009.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":43.81,""start_time"":12.43},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":60.48,""start_time"":53.94},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":65.25,""start_time"":61.72}]}]",x,
3MZ3TAMYTL0ATOJQHXRWDTPFHL3IRO,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3IUZPWIU1PK9UZOU6WRG1S7VCLRWKO,A1H98HPG6K93SB,Submitted,Mon Aug 21 20:12:48 PDT 2017,Mon Aug 21 20:17:03 PDT 2017,Mon Aug 28 20:17:03 PDT 2017,,,,255,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/czXA41QTops_009.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":45.67,""start_time"":41.21},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":61.26,""start_time"":53.35},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":66.23,""start_time"":61.46}]}]",x,
3MZ3TAMYTL0ATOJQHXRWDTPFHL3IRO,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3UXUOQ9OKFAOS7E7MX6FFY5IEHI7AA,A1GQ7RCLMXLYV0,Submitted,Mon Aug 21 17:05:12 PDT 2017,Mon Aug 21 17:26:41 PDT 2017,Mon Aug 28 17:26:41 PDT 2017,,,,1289,100% (16/16),100% (16/16),100% (16/16),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/czXA41QTops_009.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":43.93,""start_time"":38.28},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":60.94,""start_time"":53.74},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":64.95,""start_time"":61.74}]}]",x,
3MZ3TAMYTL0ATOJQHXRWDTPFHL3IRO,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3ZV9H2YQQEK3Y1GNLQZHK6QT1Z63WL,A2V8LLZRTOP79S,Submitted,Mon Aug 21 21:02:10 PDT 2017,Mon Aug 21 21:14:06 PDT 2017,Mon Aug 28 21:14:06 PDT 2017,,,,716,100% (5/5),100% (5/5),100% (5/5),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/czXA41QTops_009.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":43.96,""start_time"":41.72},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":60.69,""start_time"":53.73},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":65.02,""start_time"":61.75}]}]",x,
3MZ3TAMYTL0ATOJQHXRWDTPFHL3IRO,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3ZY8KE4ISKGIQDMKTR6HBC0Q4HJVQ5,A1A8MV3CZHDADG,Submitted,Mon Aug 21 14:24:52 PDT 2017,Mon Aug 21 14:28:33 PDT 2017,Mon Aug 28 14:28:33 PDT 2017,,,,221,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/czXA41QTops_009.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":43.86,""start_time"":41.57},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":60.95,""start_time"":53.43},{""cam_view"":""back"",""slow_motion"":true,""stop_time"":65.48,""start_time"":61.56}]}]",x,
3PIOQ99R7YZUNHMYI7ZTNC8GAJ1NUD,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,32M8BPYGAUZMRI86RO2M296UQS9IGV,A2H9COVN7HMNLL,Submitted,Mon Aug 21 18:08:26 PDT 2017,Mon Aug 21 18:09:50 PDT 2017,Mon Aug 28 18:09:50 PDT 2017,,,,84,100% (1/1),100% (1/1),100% (1/1),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_031.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""top"",""slow_motion"":false,""stop_time"":13.66,""start_time"":6.46},{""cam_view"":""top"",""slow_motion"":false,""stop_time"":10.84,""start_time"":5.82},{""cam_view"":""top"",""slow_motion"":false,""stop_time"":10.72,""start_time"":6.39}]}]",,You only label one or less instance which doesn't meet our demand.
3PIOQ99R7YZUNHMYI7ZTNC8GAJ1NUD,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3GU1KF0O4JEIHNNZOX0SAVG9WR3PBK,A1A8MV3CZHDADG,Submitted,Mon Aug 21 12:46:02 PDT 2017,Mon Aug 21 12:53:14 PDT 2017,Mon Aug 28 12:53:14 PDT 2017,,,,432,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_031.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":8.67,""start_time"":5.17},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":24.48,""start_time"":17.98},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":35.61,""start_time"":27.89}]}]",x,
3PIOQ99R7YZUNHMYI7ZTNC8GAJ1NUD,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3KV0LJBBH3YZCR7BSEUQT6RI9A2MR9,A1GQ7RCLMXLYV0,Submitted,Mon Aug 21 17:37:54 PDT 2017,Mon Aug 21 17:42:57 PDT 2017,Mon Aug 28 17:42:57 PDT 2017,,,,303,100% (16/16),100% (16/16),100% (16/16),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_031.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":8.1,""start_time"":5.63},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":24.92,""start_time"":18.21},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":35.8,""start_time"":27.98}]}]",x,
3PIOQ99R7YZUNHMYI7ZTNC8GAJ1NUD,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3NKQQ8O39ZIOOPTFJFQSFRR87V6DUE,A3IHT5UF89EJAG,Submitted,Mon Aug 21 15:47:46 PDT 2017,Mon Aug 21 15:50:06 PDT 2017,Mon Aug 28 15:50:06 PDT 2017,,,,140,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_031.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":7.96,""start_time"":4.76},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":24.63,""start_time"":17.24},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":36.29,""start_time"":27.06}]}]",x,
3PIOQ99R7YZUNHMYI7ZTNC8GAJ1NUD,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3X08E93BHWV415OZDAKBTF30NOE66S,A2VVA21VWJ11ZW,Submitted,Mon Aug 21 19:42:29 PDT 2017,Mon Aug 21 19:43:43 PDT 2017,Mon Aug 28 19:43:43 PDT 2017,,,,74,100% (50/50),100% (50/50),100% (50/50),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_031.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":9.26,""start_time"":5.82},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":26.28,""start_time"":18.32},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":36.23,""start_time"":28.23}]}]",x,
304QEQWKZPXWPGAULFLMDUKEK430O3,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,31QNSG6A5S6A9JLSPZM1J7ZNOUP78F,A1YGSIQI52QT9L,Submitted,Mon Aug 21 20:28:31 PDT 2017,Mon Aug 21 20:29:41 PDT 2017,Mon Aug 28 20:29:41 PDT 2017,,,,70,100% (48/48),100% (48/48),100% (48/48),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_029.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""top"",""slow_motion"":false,""stop_time"":10.76,""start_time"":5.2},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":27.5,""start_time"":21.35},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":35.03,""start_time"":29.78}]}]",x,
